id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,anomaly
185,19.106997,tcp,-,REQ,10,0,450,0,0.471032,254,0,169.571396,0.0,9,0,2122.9995,0.0,4611.1625,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
186,24.755817,tcp,-,REQ,10,0,450,0,0.363551,254,0,130.878326,0.0,9,0,2750.64575,0.0,6359.573,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,1,1,25,0,0,0,22,25,0,Normal,0,1
193,15.328777,tcp,-,REQ,10,0,450,0,0.587131,254,0,211.367157,0.0,9,0,1703.1975,0.0,3444.5785,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
195,20.535067,tcp,-,REQ,10,0,450,0,0.438275,254,0,157.778885,0.0,9,0,2281.67375,0.0,5055.469,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
196,21.025787,tcp,-,REQ,10,0,450,0,0.428046,254,0,154.096481,0.0,9,0,2336.19825,0.0,5212.482,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
197,21.987556,tcp,-,REQ,10,0,450,0,0.409322,254,0,147.356079,0.0,9,0,2443.06175,0.0,5508.143,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
198,18.112692,tcp,-,REQ,10,0,450,0,0.496889,254,0,178.880096,0.0,9,0,2012.521375,0.0,4301.3875,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
199,18.44595,tcp,-,REQ,10,0,450,0,0.487912,254,0,175.648315,0.0,9,0,2049.54975,0.0,4402.1095,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,1,1,25,0,0,0,22,25,0,Normal,0,1
200,21.987556,tcp,-,REQ,10,0,450,0,0.409322,254,0,147.356079,0.0,9,0,2443.06175,0.0,5508.143,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
201,21.025787,tcp,-,REQ,10,0,450,0,0.428046,254,0,154.096481,0.0,9,0,2336.19825,0.0,5212.482,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
202,19.106997,tcp,-,REQ,10,0,450,0,0.471032,254,0,169.571396,0.0,9,0,2122.9995,0.0,4611.1625,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
203,13.982293,tcp,-,REQ,10,0,450,0,0.643671,254,0,231.721649,0.0,9,0,1553.588125,0.0,3023.2175,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,Normal,0,1
204,23.333012,tcp,-,REQ,8,0,360,0,0.300004,254,0,108.001488,0.0,7,0,3333.28675,0.0,7123.69,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,2,2,2,25,0,0,0,2,25,0,Normal,0,1
205,23.333012,tcp,-,REQ,8,0,360,0,0.300004,254,0,108.001488,0.0,7,0,3333.28675,0.0,7123.69,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,2,2,2,25,0,0,0,2,25,0,Normal,0,1
207,25.801886,tcp,-,REQ,8,0,360,0,0.271298,254,0,97.667282,0.0,7,0,3685.9835,0.0,7908.7935,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,3,2,2,25,0,0,0,3,25,0,Normal,0,1
208,23.387411,tcp,-,REQ,8,0,360,0,0.299306,254,0,107.750275,0.0,7,0,3341.05825,0.0,7135.8145,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,3,1,1,25,0,0,0,3,25,0,Normal,0,1
217,25.801886,tcp,-,REQ,8,0,360,0,0.271298,254,0,97.667282,0.0,7,0,3685.9835,0.0,7908.7935,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,3,2,2,25,0,0,0,3,25,0,Normal,0,1
258,5.600391,tcp,http,FIN,12,12,886,5236,4.106856,62,252,1161.347534,6856.664062,2,3,509.126466,505.874182,38893.67089,36169.42875,255,3330056193,2684670015,255,0.060118,0.010067,0.050051,74,436,1,2133,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,1
263,7.629429,tcp,http,FIN,202,1294,9082,1747118,195.951758,62,252,9476.987305,1830562.25,2,645,37.957358,5.882331,1929.952965,745.606365,255,946376470,4123805385,255,0.052951,0.028738,0.024213,45,1350,1,847364,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,1
304,9.95755,tcp,pop3,FIN,246,1554,10662,2055289,180.66693,62,252,8531.416016,1650178.625,7,775,40.64306,6.410746,2217.616259,868.071675,255,2055688489,4288220471,255,0.059617,0.013861,0.045756,43,1323,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
327,44.22596,tcp,-,FIN,34,22,18872,1718,1.243613,254,252,3313.348145,296.658356,31,4,1337.902395,2102.1795,218117.9203,8414.999,255,2841999187,846254788,255,0.165615,0.080174,0.085441,555,78,0,0,6,1,3,3,3,4,0,0,0,4,4,0,Fuzzers,1,1
333,5.293481,tcp,smtp,FIN,224,52,286548,3166,51.950693,62,252,431125.0,4694.075684,109,8,23.733184,102.449,2708.043724,134.368906,255,2243124043,3666733090,255,0.142381,0.068572,0.073809,1279,61,0,0,1,1,3,1,1,1,0,0,0,1,1,0,Exploits,1,1
344,0.844596,tcp,-,FIN,12,8,1014,740,22.495962,254,252,8808.945312,6137.845703,2,2,6100.475164,9150.803,660910.5554,23919.006,255,3034287901,3535196902,255,0.267957,0.13345,0.134507,85,93,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Fuzzers,1,1
348,2.716886,tcp,-,FIN,12,8,1042,696,6.9933,254,252,2814.987305,1793.22937,4,2,4686.442656,7032.1855,489690.6958,17622.054,255,2841999482,1672501128,255,0.165615,0.080174,0.085441,87,87,0,0,7,1,3,3,3,4,0,0,0,3,4,0,Fuzzers,1,1
371,1.265907,tcp,smtp,FIN,150,38,172977,2638,147.720166,62,252,1085855.375,16234.99902,72,8,8.49602,32.512217,826.619637,38.104512,255,1072643731,4213121977,255,0.062571,0.046396,0.016175,1153,69,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1,1
383,4e-06,udp,-,INT,2,0,2150,0,250000.0006,254,0,2150000128.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1075,0,0,0,37,2,11,10,1,37,0,0,0,10,37,0,Fuzzers,1,1
408,43.982441,tcp,-,FIN,28,28,1568,1528,1.250499,254,252,275.018829,268.106995,16,10,1628.979295,1626.471125,258304.9003,8014.3895,255,4222814469,2282107141,255,0.094898,0.048388,0.04651,56,55,0,0,4,1,2,2,2,4,0,0,0,2,4,0,Fuzzers,1,1
422,43.776703,tcp,-,FIN,5416,806,7164417,34668,142.10755,254,252,1309024.125,6327.566406,2705,1,8.097634,54.273336,999.922209,63.600586,255,1748323556,287462897,255,0.143758,0.086642,0.057116,1323,43,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
434,0.915074,tcp,-,FIN,16,10,1536,556,27.320195,254,252,12589.14551,4379.973633,8,4,7467.561188,11947.929,937514.5145,35567.552,255,1258417146,1861326755,255,0.108932,0.065087,0.043845,96,56,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1,1
447,35.181515,tcp,smtp,FIN,4144,622,5487011,26990,135.440445,254,252,1247402.125,6127.536133,2070,2,8.538973,56.776277,1048.108498,65.390594,255,1246500401,2594456459,255,0.079306,0.025946,0.05336,1324,43,0,0,1,1,1,1,1,2,0,0,0,1,1,0,DoS,1,1
452,3.315317,tcp,smtp,FIN,182,44,214505,2812,67.866815,62,252,514767.0625,6633.453125,88,8,18.316668,75.058695,1814.419301,88.867266,255,2228989328,2427852136,255,0.162629,0.087548,0.075081,1179,64,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
508,1.253977,tcp,smtp,FIN,252,54,308919,3296,243.226163,62,252,1962996.25,20638.33789,123,8,4.995924,23.263094,606.286254,35.574094,255,37144313,2847193607,255,0.049045,0.016461,0.032584,1226,61,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
516,57.237827,tcp,pop3,FIN,1642,11018,70700,14657531,221.164929,62,252,9875.567383,2048463.625,7,5507,34.901071,5.207182,2437.926717,928.124268,255,660150177,1867331307,255,0.048404,0.004971,0.043433,43,1330,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1,1
520,1.565097,tcp,http,FIN,60,348,2976,449181,260.047784,62,252,14961.37305,2289396.75,2,172,26.527067,4.420243,1500.427194,622.776359,255,825415081,3887846602,255,0.070315,0.019991,0.050324,50,1291,1,217346,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1,1
523,1.644148,tcp,smtp,FIN,232,50,283242,2998,170.909189,62,252,1372246.25,14300.41602,113,8,7.117524,31.946307,801.855726,42.75309,255,712613753,3524359574,255,0.064531,0.041766,0.022765,1221,60,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
550,1.755642,tcp,http,FIN,62,368,3010,474465,244.355049,62,252,13497.05664,2156138.75,2,182,28.781017,4.688549,1479.507869,623.13258,255,488972002,2038348541,255,0.050516,0.006203,0.044313,49,1289,1,229585,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,1
581,1.036788,tcp,http,FIN,20,82,1268,100496,97.416252,62,252,9297.947266,765988.8125,2,38,54.567788,12.098642,3329.086447,1475.258241,255,1171949057,675061894,255,0.113811,0.055888,0.057923,63,1226,1,48339,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1,1
644,1.276288,tcp,smtp,FIN,136,36,155333,2544,133.982295,62,252,966496.5625,15507.47168,65,8,9.524537,36.139398,861.75327,40.336973,255,3434296595,2764944296,255,0.061168,0.009729,0.051439,1142,71,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
721,8.550902,tcp,smtp,FIN,118,42,116243,2818,18.594529,62,252,107832.3594,2573.763428,50,8,73.08463,207.749031,12039.26657,584.6335,255,2832177668,3029331198,255,0.088227,0.032384,0.055843,985,67,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
775,32.550049,tcp,http,FIN,20,14,2032,622,1.013823,254,252,474.592224,142.058151,4,1,1712.136316,2499.1875,226544.7112,8299.3925,255,1045111448,485397762,255,0.118041,0.060609,0.057432,102,44,1,0,4,1,1,1,1,3,0,0,2,1,3,0,Fuzzers,1,1
792,3.29123,tcp,ftp,FIN,24,22,1244,1608,13.6727,62,252,2899.827637,3731.12793,7,9,143.053696,161.684707,9531.948183,12102.01897,255,3254411315,1054859663,255,0.121915,0.057533,0.064382,52,73,0,0,1,1,2,1,1,2,1,1,0,3,1,0,Exploits,1,1
822,4.23501,tcp,http,FIN,46,236,2314,308456,66.351671,254,252,4276.730957,580209.25,2,116,94.089292,17.785219,4511.060777,2129.54145,255,3840933853,1541394341,255,0.206742,0.108835,0.097907,50,1307,1,149237,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1,1
847,1.058314,tcp,-,FIN,80,16,96806,698,89.765422,254,252,722628.6875,4951.271484,37,1,13.166152,57.590199,1427.143003,71.070336,255,87408853,525499210,255,0.274594,0.194452,0.080142,1210,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
877,4.011219,tcp,smtp,FIN,160,42,187370,2788,50.109455,62,252,371356.4375,5428.773438,77,8,25.227793,96.027047,2448.478106,115.448344,255,3802059036,4111350272,255,0.172609,0.073466,0.099143,1171,66,0,0,1,1,9,1,1,1,0,0,0,1,1,0,Exploits,1,1
883,2.611304,tcp,http,FIN,14,26,976,24944,14.935067,62,252,2778.688232,73480.53125,2,10,200.869543,97.648236,12997.74222,9840.286876,255,3357100167,3521968650,255,0.293111,0.169416,0.123695,70,959,1,0,3,1,3,2,1,1,0,0,1,2,1,0,Exploits,1,1
898,10.46607,tcp,pop3,FIN,36,96,1664,103410,12.516637,62,252,1236.758423,78220.76563,7,44,299.012164,108.103525,26598.53424,15541.34266,255,284441641,2950422378,255,0.341105,0.196226,0.144879,46,1077,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
899,4.334506,tcp,http,FIN,20,8,17434,354,6.229083,254,252,30569.57422,572.152832,7,1,226.79399,607.265,21826.30015,1023.507375,255,2974669143,4221373736,255,0.175341,0.083642,0.091699,872,44,1,0,2,1,1,2,1,1,0,0,1,2,1,0,Exploits,1,1
906,1.255112,tcp,-,FIN,22,12,17762,900,26.292473,254,252,108070.0313,5258.494629,7,1,2815.114546,5165.8585,409488.3575,16778.784,255,400202944,216341483,255,0.122739,0.078245,0.044494,807,75,0,0,3,1,2,2,2,2,0,0,0,3,2,0,Fuzzers,1,1
919,3.496503,tcp,http,FIN,12,14,1320,6248,7.150001,62,252,2768.480225,13274.97754,3,4,317.863898,258.532163,17812.58785,16634.37305,255,3553891739,3851317367,255,0.276876,0.134889,0.141987,110,446,1,501,1,1,1,1,1,2,0,0,1,1,1,0,Exploits,1,1
937,5.139651,tcp,http,FIN,28,114,1594,140315,27.43377,62,252,2393.937012,216489.4219,2,54,190.357447,44.275788,14637.59187,6643.169159,255,2349318986,603338388,255,0.25858,0.135819,0.122761,57,1231,1,67584,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,1
944,7.890124,tcp,-,FIN,62,306,2898,386188,46.513845,62,252,2891.716309,390286.4063,6,151,129.346292,25.609246,10900.70079,4790.643932,255,327980335,1035740149,255,0.148242,0.061901,0.086341,47,1262,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
972,3.674717,tcp,pop3,FIN,114,656,4986,856582,209.267819,62,252,10761.10059,1861970.875,7,326,32.519618,5.547762,1745.369885,729.611287,255,3036907773,1944503193,255,0.064503,0.015882,0.048621,44,1306,0,0,1,1,2,1,1,1,0,0,0,1,1,0,Exploits,1,1
976,5.403475,tcp,smtp,FIN,790,136,1024208,6708,171.186141,62,252,1514450.625,9858.84082,391,8,6.874488,39.977496,1127.962468,61.357539,255,883384953,3273828100,255,0.05341,0.006505,0.046905,1296,49,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
1065,1.1e-05,udp,-,INT,2,0,1882,0,90909.0902,254,0,684363648.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,941,0,0,0,63,2,9,9,2,63,0,0,0,9,62,0,Fuzzers,1,1
1099,4.620885,tcp,http,FIN,130,812,5984,1087639,203.640649,62,252,10280.28223,1880678.75,2,403,35.820814,5.62117,1898.682222,740.592705,255,4247295723,1948571037,255,0.094703,0.047183,0.04752,46,1339,1,527273,2,1,2,1,1,2,0,0,1,2,1,0,Exploits,1,1
1100,2.556054,tcp,http,FIN,50,286,2522,369955,131.061388,62,252,7736.925293,1153847.25,2,141,52.164366,8.763278,2472.382564,1039.228129,255,428709428,182093471,255,0.126297,0.066563,0.059734,50,1294,1,0,1,1,2,1,1,2,0,0,1,2,1,0,Exploits,1,1
1137,1.05581,tcp,smtp,FIN,118,34,132944,2462,143.01816,62,252,998800.9375,18109.32031,56,8,9.024017,31.436213,935.482183,46.074875,255,601751274,2550939437,255,0.030589,0.01805,0.012539,1127,72,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
1170,59.993382,tcp,smtp,CON,3684,634,4975848,27898,71.957938,62,252,663339.5625,3714.276367,1841,6,16.338052,94.877578,1951.644997,108.032875,255,3386848784,2615326698,255,0.206066,0.125563,0.080503,1351,44,0,0,1,3,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
1179,1.388546,tcp,-,FIN,14,8,6830,354,15.123734,254,252,36544.70313,1786.040894,6,0,4378.860788,7665.028,506772.8351,19801.698,255,3373552465,1585484148,255,0.221012,0.149195,0.071817,488,44,0,0,2,1,3,2,2,2,0,0,0,2,2,0,Fuzzers,1,1
1181,10.045118,tcp,http,FIN,102,538,4844,718974,63.612989,62,252,3820.363037,571531.75,2,267,99.456618,18.522583,4799.533966,2181.64772,255,2925491071,1389241425,255,0.207477,0.097582,0.109895,47,1336,1,348448,1,1,1,1,1,1,0,0,1,1,1,0,DoS,1,1
1196,1.255112,tcp,-,FIN,22,12,17762,900,26.292473,254,252,108070.0313,5258.494629,7,1,2815.114546,5165.8585,409488.3575,16778.784,255,400202944,216341483,255,0.122739,0.078245,0.044494,807,75,0,0,3,1,2,2,2,2,0,0,0,3,2,0,Fuzzers,1,1
1205,0.844596,tcp,-,FIN,12,8,1014,740,22.495962,254,252,8808.945312,6137.845703,2,2,6100.475164,9150.803,660910.5554,23919.006,255,3034287901,3535196902,255,0.267957,0.13345,0.134507,85,93,0,0,5,1,1,2,1,2,0,0,0,2,2,0,Fuzzers,1,1
1228,1.623094,tcp,-,FIN,12,10,1082,850,12.938253,254,252,4889.427246,3770.576416,4,2,9728.873167,11670.511,1050926.624,34500.176,255,2449719037,2488416230,255,0.201758,0.105034,0.096724,90,85,0,0,3,1,2,2,2,2,0,0,0,2,3,0,Fuzzers,1,1
1245,8.975741,tcp,pop3,FIN,102,566,4496,741455,74.31141,62,252,3968.028809,659685.6875,7,281,88.855086,15.787002,4576.110427,1890.629791,255,1336443392,1174021217,255,0.151655,0.071863,0.079792,44,1310,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Exploits,1,1
1257,40.328518,tcp,-,FIN,24,20,3270,1642,1.066243,254,252,621.694031,309.458435,7,6,1752.217174,2116.874,240911.3436,8123.07,255,1956161030,3530000812,255,0.166353,0.1079,0.058453,136,82,0,0,5,1,2,2,2,2,0,0,0,4,2,0,Fuzzers,1,1
1291,2.817478,tcp,http,FIN,180,34,227789,1472,75.599527,254,252,643196.5,4057.529541,87,1,15.605933,82.067852,1728.93609,93.084922,255,376508071,3755066201,255,0.21319,0.109236,0.103954,1265,43,1,0,2,1,1,1,1,1,0,0,1,2,1,0,Exploits,1,1
1356,2.716886,tcp,-,FIN,12,8,1042,696,6.9933,254,252,2814.987305,1793.22937,4,2,4686.442656,7032.1855,489690.6958,17622.054,255,2841999482,1672501128,255,0.165615,0.080174,0.085441,87,87,0,0,7,1,3,3,3,4,0,0,0,3,4,0,Fuzzers,1,1
1381,4e-06,udp,-,INT,2,0,1626,0,250000.0006,254,0,1626000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,813,0,0,0,39,2,15,15,1,39,0,0,0,15,39,0,Fuzzers,1,1
1407,0.454618,tcp,http,FIN,20,76,1228,94630,208.966646,62,252,20535.92188,1643313.75,2,36,23.927264,5.923253,1200.24707,738.853317,255,3645453803,3543698212,255,0.053313,0.006473,0.04684,61,1245,1,45524,2,1,1,1,1,1,0,0,1,1,2,0,Exploits,1,1
1425,43.982441,tcp,-,FIN,28,28,1568,1528,1.250499,254,252,275.018829,268.106995,16,10,1628.979295,1626.471125,258304.9003,8014.3895,255,4222814469,2282107141,255,0.094898,0.048388,0.04651,56,55,0,0,4,1,2,2,2,4,0,0,0,2,4,0,Fuzzers,1,1
1485,0.915074,tcp,-,FIN,16,10,1536,556,27.320195,254,252,12589.14551,4379.973633,8,4,7467.561188,11947.929,937514.5145,35567.552,255,1258417146,1861326755,255,0.108932,0.065087,0.043845,96,56,0,0,5,1,1,1,1,5,0,0,0,1,5,0,Fuzzers,1,1
1488,59.983738,tcp,smtp,CON,6874,1020,9045600,44360,131.585664,62,252,1206231.625,5910.535156,3436,6,8.758023,59.000805,1109.882364,68.736969,255,299823180,2496613478,255,0.087248,0.059591,0.027657,1316,43,0,0,1,3,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
1521,2.699668,tcp,smtp,FIN,154,40,180799,2550,71.490274,62,252,532287.6875,7369.79541,74,8,17.760974,68.135922,1730.646465,84.128406,255,3784497293,2367442404,255,0.085808,0.042081,0.043727,1174,64,0,0,1,1,1,1,1,4,0,0,0,1,1,0,Exploits,1,1
1526,1.711654,tcp,smtp,FIN,284,58,347652,3334,199.222512,62,252,1619149.75,15316.17969,139,8,6.069695,29.704613,694.182807,37.900719,255,537823911,4113712469,255,0.032579,0.017766,0.014813,1224,57,0,0,1,1,1,1,1,2,0,0,0,1,1,0,Exploits,1,1
1546,1.193561,tcp,smtp,FIN,112,34,126046,2352,121.485207,62,252,837299.5,15302.10938,53,8,10.752802,35.922574,1045.529978,50.025969,255,2346945401,2116582502,255,0.053122,0.007369,0.045753,1125,69,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Exploits,1,1
1548,2.582676,tcp,smtp,FIN,342,66,434459,3720,157.58849,62,252,1341830.0,11349.46875,168,8,7.616549,39.523906,829.703709,48.148516,255,216360022,280723117,255,0.062209,0.013613,0.048596,1270,56,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
1553,1.17199,tcp,http,FIN,36,190,1932,242434,191.981154,62,252,12826.04785,1646150.5,2,93,33.485429,6.131218,1679.032221,740.766562,255,2091627885,664606451,255,0.045392,0.018579,0.026813,54,1276,1,117142,2,1,1,1,1,1,0,0,1,1,2,0,Exploits,1,1
1561,2.285887,tcp,http,FIN,74,448,3590,580884,227.920277,62,252,12396.06348,2028404.75,2,222,31.31352,5.125563,1655.643706,675.684695,255,2572204243,3368747100,255,0.030909,0.009352,0.021557,49,1297,1,281182,3,1,2,1,1,1,0,0,1,1,1,0,Exploits,1,1
1562,32.550049,tcp,http,FIN,20,14,2032,622,1.013823,254,252,474.592224,142.058151,4,1,1712.136316,2499.1875,226544.7112,8299.3925,255,1045111448,485397762,255,0.118041,0.060609,0.057432,102,44,1,0,3,1,1,1,1,3,0,0,2,1,3,0,Fuzzers,1,1
1612,0.963727,tcp,http,FIN,14,36,964,42940,50.844275,62,252,7437.791016,346554.5625,2,16,74.132849,20.371828,3971.730474,2414.413098,255,447607714,2705085083,255,0.313504,0.24998,0.063524,69,1193,1,20480,1,1,1,1,1,1,0,0,1,1,2,0,Exploits,1,1
1653,3.577953,tcp,pop3,FIN,60,296,2688,366322,99.21874,62,252,5911.759766,816299.125,7,146,60.643271,11.973996,3081.301302,1343.97163,255,7696662,2581864567,255,0.101483,0.026442,0.075041,45,1238,0,0,2,1,1,2,1,1,0,0,0,2,1,0,Exploits,1,1
1721,51.671165,tcp,-,FIN,24,20,2152,1630,0.832186,254,252,319.404449,239.82428,7,4,2245.324219,2715.77125,324885.0189,10995.676,255,370557113,48213778,255,0.13691,0.071506,0.065404,90,82,0,0,3,1,2,2,2,3,0,0,0,2,3,0,Fuzzers,1,1
1725,4.152673,tcp,smtp,FIN,202,48,240122,2958,59.961382,62,252,460299.2188,5580.983887,98,8,20.863206,86.513641,2101.07872,100.952602,255,533359528,547618634,255,0.171062,0.086528,0.084534,1189,62,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
1738,44.22596,tcp,-,FIN,34,22,18872,1718,1.243613,254,252,3313.348145,296.658356,31,4,1337.902395,2102.1795,218117.9203,8414.999,255,2841999187,846254788,255,0.165615,0.080174,0.085441,555,78,0,0,6,1,3,3,3,4,0,0,0,4,4,0,Fuzzers,1,1
1751,1.886908,tcp,smtp,FIN,246,52,301477,3096,157.400356,62,252,1272990.5,12876.09082,120,8,7.701665,36.521,838.07472,44.781039,255,3964899407,3423052869,255,0.049312,0.014444,0.034868,1226,60,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1,1
1760,2.002472,tcp,http,FIN,152,26,193156,1128,88.390752,254,252,766596.5,4334.642578,73,1,12.968576,78.09268,1566.840003,122.150555,255,1767075271,2729791068,255,0.169305,0.050147,0.119158,1271,43,131,0,7,1,2,2,1,5,0,0,1,2,5,0,Exploits,1,1
